texts,data_labels
[أني أمزح الدواء فعال مرحي وزيت زيتون علاج فعال الفيروسات وإلتهبات عدوه أهل إختصاص يبحثوه],1
[اجل ان تنجح سيعملون المستحيل كان حساب حياة الناس وهنا يبرز دور الرءيس ورييس الحكومة],1
[اللي راضيين والديه احنا راضيين],1
[بحول الله منتصرين يجب الحذر الشديد و خاصة الامتار الأخيرة il ne faut pas relacher],1
[انشاءالله بالتوفيق وربي يسترك جزاكم الله خير يارجل المرحلة الصعبة ربي معاك],1
[نقترح دواء عربي فعال الفيروسات هوا الزيت الزيتون وثم قابل بحوث],1
[سيدي الوزير بارك الله مجهودكم],1
[انا أبناء تونس بالنمسا شاهد ان ماقمتم بهوما تقوم تونس وأبنائها وكل الشعب شيء تنحني المقامات ولم تقم الدول الكبري وذات الإمكانيات الرهيبةلان الهمة والارادة اقوى شىءولان الامكانيات والتجهيزات بدون سواعد وعقول تساوى شىء وقل اعملوا فسيرى],1
[وفقكم الله ايدكم الله],1
[دمتم خير سند لهذا البلد !!],1
[الحجر الصحي حكاية نتعادلو انڨلترا وبلجيكا و نربحو بانما نترشحو],1
[و سيشهد العالم و التاريخ أنك قدت حربا بكل اقتدار و وطنية و أمانة و إنسانية فكان النصر حليفكم  رب ],1
[الاحترام والتقدير تونس برجالها🇹🇳🇹🇳],1
[بالتوفيق، فعلا نسير الطريق الصحيح 👌],1
[دكتور نعلم ان المسؤولية كبيرة و الحمل ثقيل عليكم و نعلم حرصكم الشديد محاربة الوباء لكني اطلب سيادتكم ان تركنوا للراحة لان الارهاق و التعب اخذا جهدكم توليكم الوزارة ],1
[حفظكم الله و بارك الله صحتكم ],1
[ربي يعطيك الصحة والعافية وفقكم الله انشوفوا ريئس أكبر دولة العالم نهار يخرج و يحسس شعبه طلبنا ان يوم يخاطب الشعب موعضة قصيرة ومفهومة],1
[بالتوفيق للجميع وجزاكم الله خيرا العمل],1
[ان شاء الله يخليوه ينجح ويخدم تو الانظار الكل ربي يثبتو ويحفضو ويعطيه القوة للخروج بابالكبير مرض الكورونة],1
[الدعم و المساندة و سننجح بإذن الله],1
[ربي يثبتك و قلوبنا و سواعدنا معك],1
[ربي يحفظ الجميع ان شاء الله],1
[شاء الله ربي يحفظنا و يرفع علينا البلاء ، بقدرة ربي لباس شاء الله],1
[بعون الله انشالله],1
[ان شاء الله بالتوفيق والنجاح تحياتي اليكم جميعا انتم والفريق],1
[ان شاء الله ربي معاك والشعب معاك],1
[الناس الكرايا هادة عليها و الدولة تقلها خلص صندوق الضمان و فالسة بصغارها يعاونها حد وانت تقلي انجاز اي انانية هاذي],1
[الاحترام والتقدير سيدي الوزير كان الله العون],1
[ربي يباركلك صحة بدنك],1
[ثقتنا تزداد يوما يوم وفقك الله خير لتونس],1
[الانجازات عملتوها طيحها طبيب خرق الحجر الصحي الاجباري وخدم نهارين الاستعجالي متاع القصرين وعدى المرضى وتعامل الاطارات الكل],1
[بربي اذكرو مصدر الخبر اللي الاذاعة الوطنية و برنامج يوم سعيد],1
[الله الموفق ربى معانا],1
[منا الإحترام والتقدير وثقتنا بيكم كبيرة والله ولي التوفيق والنجاح الدائم],1
[الله المستعان وربي يحغظ بلادنا],1
[ثقتنا الله وكفآتنا اللهم صلي سيدنا محمد],1
[ربي يحفظك ويسترك ويوفقك على المحنة],1
[الف تحية والف شكر كافة القوابسية سيدي الوزير ],1
[الله يقدر الخير ويسترنا يارحمان يارحيم],1
[ربي يوفقك ثقتنا الله وفيك وفي الفريق الي معاك كبيرة],1
[سي عبد الطيف يعطيك الصحة عملت اللي و اكثر اما ويني الوزارات الاخرى علاش نسمعو كان شدو دياركم اما ماسمعناش حلول للناس اللي كان تخدمش نهار ماتلقى باش تقاوم الجوع و اي لحظة ينجمو يلقاو رواحهم الشارع],1
[الله يكون عونك وبحول الله النصر حليفك لأنك حق والله يضيع اجر المحسنين],1
[شاء الله ربي يبارك],1
[ربي يوفقك ويكون معاك ان شاء الله],1
[ربي يحفظنا سوء وربي يوفقكم ويبارك فيكم],1
[ربي يوفق الحل الصحي لازم بالتوازي الحل الامني و فرض الحجر فئةمن الشعب تفهم كان بالردع ما تنسوش الالتفات للعائلات الفقيرةمع العلم الي دور الحكومة],1
[ربي يوفقكم للي مصلحة البلاد],1
[ربي يعينكم و يزيح علينا الغمة],1
[ممتاز واصل ثقتنا فيكم كبيرة و الله الموفق و الشافي],1
[خيار ثمنه؛ نرجوا التوفيق والسداد],1
[شاء الله تتعدى الأزمة خير وربي يوفقك],1
[السفينة يقودها اكثر ربانبالتوفيق وربي يستر الجميع],1
[ربي يوفقكم ويسدد خطاكم خير لبلادنا],1
[بالتوفيق انشالله والنجاح],1
[شاء الله تتعدى الأزمة خير وربي يوفقك 😊😊],1
[ربي يوفقك ويعاونك مادام تونس امثالك دكتور باذن الله ستتجاوز الازمة],1
[ربي يحفظ تونسنا الغالية],1
[شدة وتزول بإذن الله],1
[بحول الله تعالى سنجتاز المحنة ],1
[برب رد بالك روحك سي عبد اللطيف راك مرهق لاقصى درجة 🙏],1
[شاء الله وربي معاكم],1
[شاء الله ربي يوفقكم],1
[ربي يعطيك الف عافيه و صحة],1
[ربي يفرج حالنا ويجعله خير اصحاب الخير],1
[وربي يباركلك وايعليك],1
[شاء الله رب],1
[ربي يوفقك الي خير للبلاد و العباد],1
[شاء الله مجهوداتكم توصلنا لبر الأمان ،],1
[ان شاء الله ياربي],1
[الله المستعان وربي يحفظ البلاد والعباد],1
[بالتوفيق ان شاء الله سيدي الوزير],1
[ربي يخرجنا سلامات],1
[كان الله عون غيور البلد],1
[دكتور صرامة بالحجر صفاقس],1
[حفظك الله ورعاك],1
[ربي يعينك ويسدد خطاكسننجح باذن الله تعالى],1
[ربي يحفظ تونس و أهلها],1
[الله يباركلك صحتك و صغارك وكل التشجيع سيد الوزير],1
[انتدب المساعد الصحي ومناش مستعدين للتطوع],1
[ربي يحفظكم دكتور والى الامام],1
[ثقتنا فيكم كبيرة سيدي الوزير تحقيق نتائج تبهر العالم],1
[نجم سياسي ساطع الضياء  كان الله عونكم],1
[مني الاحترام تبذلونه مجهود],1
[الدعم والدعاء بالتوفيق],1
[اي دولة سيشهد التاريخ اذا التزمت بالحجر الصحي],1
[اللهم امين اللهم أحفظ بلادنا وسائر بلاد المسلمين],1
[أعانكم الله خير و سلامة المواطنين و المواطنات],1
[بتوفيق انشالله],1
[ربي يحمينا وربي يسترنا جميعا وربي اخليك],1
[انشاء تتكرم سيادة الوزير وتقابلني عندي مشكلة الخدمة],1
[مكثر زاده],1
[اعوان الصحة الكل معاك و وراك فقط خمم فيهم الطبة],1
[واله سيدي الوزير فدينا الحجر الصحيح],1
[رجل زمان قلت الرجال],1
[هاني انا و عايلتي شهر كامل الدار يجب تكريمنا 😂],1
[الله ييسر امركم و يبارك فيكم و],1
[قال تعالى وأطيعوا الله ورسوله والي الأمر منكم],1
[يلزم استعمال الكلوروكين دكتور],1
[العالم تخاطبهم بجميع اللغات الحية أنجز مواقع فيسبوكية باللغات الحية بش تدخم الناس وتحصل المنفعة لتونس],1
[ربي بكون فى عونكم],1
[حاول ان تعتمد المقاربة الالمانيةوالتيوانية],1
[سيدى الوزير نطالب بإنتداب المساعدين الصحيين],1
[12 سنة بطالة],1
[علاش لتو ؟؟],1
[هه بطبعتنا احنا العالم الكل يحكى علينا الى يمرض اشدالدار],1
[يرحم والديكربيمعاك],1
[يرحم اميمتك بالعرق],1
[يظهرلك الي الطبيب مستهتر],1
[ربي اوفقك وربي يحمي تونس ونخرجوا هالمحنة باخف الاضرار],1
[حالة الحرب ضغط عام],1
[سيدي الرئيس نطالب بانتداب المساعد الصحي],1
[الرخ جنرال],1
[رب الزواولة سيد الوزير],1
[شد دارك تو تفرج يرحم بوك],1
[بتوفيق و ربي يعين الرجل ❤❤],1
[الشعب معكم و انشاءالله غدوة خير],1
[البلايص الكل],1
[ربي يرحم والديك ربي ادلك ثنية صحيحة #أنا_معاك],1
[#شد_دارك 🙏🙏💐🙂],1
[باذن الله سنتجاوز هته الجائحة باخف الاضرار],1
[أسد زمن الضباع],1
[ربي يحفظكم وانشاء الله الشعب التونسي يخذلكش و يلتزمون الحجر الصحي],1
[تابع اعانك الله تستمع اللي أبواق الدمار],1
[عوانوا العائلات المعوزة والناس],1
[ضعاف الحال واعملوا حجر صحي],1
[عسكري عسكري لعباد التو مفقوش],1
[يجب الالتزام بالحجر للانتصار وهذا دور الشعب بكمله انشالله رب],1
[كان الله عونك وعون متفاني غيور لشعب تونس],1
[اولا الإحترام والتقدير سيدي الوزير ولجميع الاطارات الطبية المجهودات تبذلونها اجل محاربة الفيروس والحفاظ حياة التونسيينلكن اخشى ان تذهب مجهوداتكم سدى بسبب اجراءات حكومتنا العقيمةهذه الحكومة لاتقدر تطبيق الحجر الصحي الجميع وهي ايضا تقدر توفير المواد الاساسية للملتزمين بالحجر قادرة التصدي للاحتكار لغلاء الأسعار لذلك أتوقع انفلاتات كبيرة وخروج الوضع السيطرة نهاية الاسبوع لأن الجوع اخطر الكورونا ظل حكومة تضربك وتحرم البكاء وربي يقدر الخير],1
[ربي يوفقو و يعينو و زملائه الكل],1
[سيدي أعانك الله اللي يهمنا يقول العالم يهمنا الوعود وان تأتي القلب المهم الخروج الوباء بأقل تكلفة رغم الإمكانيات الضعيفة  فعليكم التنسيق وزارة الشؤون الاجتماعية لمنع الناس اكثر الخروج  اعانكم الله],1
[وفقكم الله خير لتونس و شعبها],1
[و خاصة الجيوش الثلاثة صوف الاولية],1
[الصحة الجيشالأمن],1
[ضغط عادي تعودتم و ايضا تعرفون المستثمرين بأذن الله تنتصر الوباء و الأعداء],1
[ربي يكون فالعون و انت المجموعة الي ساهرة صحة الشعب عملتو الي عليكم و خدمتو بصدق و بعدتو عالسياسة و خدمتو بصدقربي يبعد عليكم السياسة و جماعة السياسة خاصتا توو الباقي و الكورة الشعب توا يمنع روخو يتحمل مسؤوليتو],1
[اعملو السبل باش تحدو انتشار الفيروس فما فيءة العباد لابأس بيها مازالت موش واهية],1
[بخطورة الوضع لذا يلزم يطبق],1
[عليهم القانون وبالقوة ],1
[و لله الحمد دمتم رعاية الله سيد الوزير و اعانكم الله تجاوز المحنة بسلام],1
[بالتوفيق، نسير الطريق الصحيح],1
[منا الإحترام والتقدير وثقتنا بيكم ب بربي كبيرة],1
[شاء الله ربي يعينكم و يسترنا],1
[ربي يصونك ويبعد الظلام وأولاد الحرام],1
[سنواصل],1
[ربي يوفقك والله المستعان],1
[ربي يوفقك ويسترك],1
[رب],1
[موفقين سيدي الوزير برافوو 👏👏👍],1
[بالتوفيق والنجاح],1
[ربي يوفقك رجل دولة بامتياز],1
[رب يوفق الجميع],1
[ربي يوفق الجميع],1
[ربي يوفقك انشالله],1
[شكرا سيدى الوزير ربى يحفظك],1
[ربي يثبت خطاك],1
[ربي معاك سيديالوزير],1
[باجة فضلك],1
[بتوفيق ياأسد],1
[باذن الله سنبهروا العالم],1
[برافو🇹🇳🇹🇳🇹🇳],1
[الدعم وبالتوفيق],1
[موفقين انشاء الله],1
[باذن الله دكتور],1
[إنشاء الله],1
[ان شاء الله ياربي تنجينا],1
[برافو اعانك الله],1
[إنشاء الله ربي يحفظنا],1
[معاك],1
[ربي يوفق],1
[بارك الله سعيك سيدي الوزير وفقك الله واعانك الله بلادنا العزيزة 😊],1
[ربي يوفقك خويا الغالي وربي يعطيك العافية],1
[نشالله],1
[شاء الله ربي],1
[التأكيد الحجر الصحي],1
[الله المستعان و الموفق و ربي يحفظك],1
[بحول الله],1
[انشاء الله وتبرك الله],1
[التشجيع عملك],1
[الإلتزام؟؟],1
[انتبه الى اجنحتك  وفقك الله],1
[سننتصر إنشاء الله],1
[سننتصر إنشاءالله],1
[شكرا المتابعة سيد الوزير],1
[مين مهني],1
[الشكر لله و للجيش الطبي],1
[ربي يحفظك شر يارب العالمين],1
[ماشاءالله ربي يوفقك 👏 👏 👏 👏 💞],1
[يارب],1
[اللهم آمين يارب العالمين],1
[إنشاء الله سيدى الوزير],1
[الله یعدیها علی خیر],1
[فمك لربي سيدي الوزير],1
[ربي يعاونك ان شاء الله],1
[ان شاءالله رب],1
[اووكي],1
[سيدي الويز عنا ثقة الله حضرتك سيدي الوزير راه فما استهتار كبير مستوى الشباب خاصة الاحياء الشعبية تقول المرض يتفشى كان الساعة السادسة رجا سيدي اجراءات حاسمة],1
[ربي يكون عونكم و يحفظ بلادنا و بلاد المسلمين شر],1
[مزيدا أنتبه سيدي الوزير لازال كثير العمل نحطو ساقينا الأرض],1
[ربي يوفقك ويحمي التوانسا وباء],1
[اقترح ان يتم القيام بالحجر الصحي بالمستشفيات بالنسبة للمصابين بالكورونا يعانون أمراض حادة وكذلك لكبار السن يسهل التدخل بسرعة عندما تتعكر صحتهم قدر الله],1
[العام ان عددهم قليل الى حد الان],1
[سلام عليكم ورحمة الله وبركاته],1
[نحب صوتي يوصل للمختصين والخبراء],1
[يمكن إستعمال لقاح السل والتهاب الرئوي عفانا وعافاكم الله لتلقيح ضد الفيروس],1
[وشكرا],1
[سيدي الوزير انت سيد الرجال زمن أصبح الرجال قلائل أقسم بالله اقف اجلالا وتقدير مجاملة طمع وفق الله تسعى إليه],1
[ربي وفقكم يحبه ويرضاه لمصلحة الشعب],1
[رغم قلة الإمكانيات الحكمة و حسن التصرف المجود سلاحكم سيدي الوزير وفقكم آلله],1
[الله المستعان  ربی معاکم],1
[ربي يوفق للجميع خير البلاد و العباد],1
[ربي معاكم وينصركم],1
[أطلبوا إنتداب المساعدين الصحيين ، 12 سنة بطالة],1
[وينو الميترو؟],1
[ايطاليا يستعملون دواء اسمه avigan],1
[اعانكم الله],1
[رب امعاكم],1
[و الاحاطة الغذائية ضرورية ايضا وتوفير المواد الضرورية],1
[هل تستطيع وزارة الصحة تقوم بعمل استباقي، بحيث تأخذ عينة او حي مصابين شك بالاصابة لتحليلها، القيام يجب لتجنب يمكن العدوى قبل وقوعها؟],1
[رأي 🤔],1
[كلام معقول الالتزام بالحجر الصحي],1
[عاجزة التعبير لهذا الرجل وإلى الجنود إلي معاه أبسط مانجم مانقلو برافوو برافوو],1
[الله ولي التوفيق وسدد الله خطاك],1
[الله يريد خيرا بالأمة يسخر يأخذ بيدها],1
[مسؤولية وزير الدفاع يحاصر المدن ويشددعلى الاحياء الموبوءة لمحاصرة المرض],1
[ربي يوفقك الخير والصلاح],1
[الله يعطيكم الصحه رب],1
[الراجل صادق كلامو والصادقون قليل],1
[شكراا راجل باهي],1
[شكرا الدقة العلمية سلاسة اللغة وضوح الخطاب],1
[تونس ربحت رجل دولة سينفعها ويشد ازرها قادم الايام],1
[ربي يوفقكم ويرفع عنا الوباء],1
[ربي يقدركم الوباء والبلاء],1
[الله يعطيك الصحة دائما الموعد لتطمين المواطنين ان شاء الله سيدي الوزير ربي يزيل الغمة عنا وتكون تونس نقطة انطلاق للقضاء الوباء كانت بداية انطلاق ثورة الكرامة],1
[ربي يقويك دكتور],1
[ربي معاك تونس],1
[رب ألطف بنا],1
[معاك ربي والنبي ياغالي],1
[صدقت وهذا يجب العمل رص الصفوف لمواجهة الإبتلاء والله عز وجل قال وتعاونوا البر والتقوى تتعاونوا الإثم والعدوان ],1
[مسؤولية بحجم الجبال و السهام تتقاذفك جانب  ألهمك الله الصبر دكتور و منحك القوة و الثبات],1
[عندنا فيك الثقة الكاملة دكتور ربي يوفقك ويهدي العباد الي ماهيش ملتزمة الحجر الصحي العام والي عندها صفر وعي],1
[صباح الخير أخ عبد اللطيف كلام معقول والموزون ربي معاك انت والطاقم الطبي والصحي والربي يحميكم ويحمي تونس],1
[سيدي الوزيرلفته الي صفاقس والله اعينك ويحفضك],1
[آمين],1
[صباح الخير],1
[نهاركم زين مبارك],1
[الله يكون عونكم و بربي حاولوا تعملو مخبر ولاية],1
[تفعيل مخبر صفاقس حالة احتقان],1
[وفقكم الله وسدد خطاكم خير البلاد والعباد رب العالمين 🙏 🙏 والصلاة والسلام رسول الله صلى الله وسلم],1
[الشكر والتقدير دكتور ولكامل الفريق الطبي],1
[ربي يقدر الخير وربي يرفع علينا البلاء],1
[بالتوفيق و النجاح خير البلاد و العباد],1
[ربي معاك و معانا سي عبد اللطيف جهته العمل و العمل علي تخطى الأزمة و القضاء المرض بأقل خسائر ممكنة و خاصة البشريةربي يسترنا و يحفظنا أذ و شر],1
[الله يكون عونكم ويمدكم بالقوة والصبر الجميل],1
[بالضبط الي نسميوه الصحة العمومية],1
[صباح الخير سيدي الوزير وفقكم الله إلي خير البلاد والعباد],1
[ربي يبارك مجهوداتك و بالتوفيق 🙏👏],1
[صباح النور دكتور ربي يوفقكم الخير للبلاد شكرا مجهوداتكم],1
[ربي يبارك فيك تسمع المواطن و تعطيه وقتك و تجاوب وحده مطمئن  شكرا],1
[الله يباركلك يكلف الله نفسا وسعها],1
[وفقك الله خير البلاد والعباد],1
[ان شاء الله ربي يصرف عنا البلاء والوباء],1
[ربي معانا وربي يحفضنا],1
[فقط 1% (متأكد اكثر) الي يخدمو المهن هذي، يخدمو الفترة و هوما مقتنعين انهم يحاربو اجل بلادهم، فأنا انحني شكرا و امتنانا ربي يفضلكم لتونس],1
[الي ينجم يعاون يترددش],1
[و الي ينجمش ينشر],1
[#تونس_تقاوم],1
[سمعت مايا توا الحوار التونسي جربت بطاقة تعريفي، هاو شنوا جاني],1
[للاسف، الطريقة متاع اي واحد موش موجود وزارة الشؤون الاجتماعية، يجيه ميساج يقلو امشي للعمدة، باش تخلي باارشا عباد علاقة بالمساعدة، تتخيل انو مادام جاها الميساج اكيد جدا عندها الحق حويجة، و تطمع و تمشي تشد الصف],1
[نتمنى الوزارة تغير الميساج كالتالي],1
[انت معني بالمساعدة الاجتماعية و اذا تعتقد انك محتاج، اتصل بالعمدة بداية 06 افريل و سيقع التدقيق مداخيلك و النظر حاجتك للمساعدة ام لا],1
[#تونس_تعيش],1
[اكبر خسارة تواجهها البلدان ضياع العام الدراسي],1
[الى الاساتذة الجامعيين الي يحبو يدرسو الحجر الصحي المفروض بلادنا، فيديو 8 دقائق يفسر بطريقة مبسطة طريقة استعمال google meet],1
[الهدف الفوري نمنعو العام، التحسين المستقبل],1
[الشركة تمثل حلمي بتونس],1
[القدرة منافسة شركات عملاقة لهندسة المشاريع الطاقية و المائية العالم، و افتكاك صفقات الجزائر انغولا، السعودية، العراق، ليبيا، المكسيك],1
[و القوة و العزة للتونسيين الي يخدمو عبر العالم],1
[نهار الي تونس تملك 100 شركة بهذا النظام و القوة نهار الي بلادنا تصبح الدول المتقدمة العالم],1
[ربي يبقى عليهم الستر و يقويهم اكثر و اكثر و ان شاء الله ربي يكثرو الشركات الي كيفها],1
[باهي، توا بالمعقول، باش نحكي الناس الطبقة المتوسطة العليا، خاصة الموظفين السامين العام و الخاص],1
[فما مرا كانت تجيكم للدار تعاون، ماعادش تنجم، تخسر شي اذا تبعثلها فلوسها كإنها تخدم],1
[فما serveur كان يجيبلك قهوة للبيرو و تعطي حويجة مرة، باس تتفكرو بشوية مساعدة خاطرو بطال],1
[فما حجام سكر، اسأل و اذا تنجم عاونو باي طريقة],1
[فما عساس parking وسط البلاد عرفو قالو ارتاح، اسأل و اعطيه الي مستانس تمدهولو باش يرد بالو كرهبتك بالذات],1
[فما serveur مطعم، يفرح بيك ديما تفطر عندو، و مرة تخليلو حويجة، كلمو، عاونو],1
[طبعا حال انك تغزر للناس سائر الايام و عندك ليهم قدر متاع تحكي معاهم و تعرف احوالهم و نوامرهم],1
[امثلة، مجرد أمثلة غيرها عشرات الامثلة الأخرى، و مل حد و شنية الحالات الي اونتوراجو و الهدف ساهل، نهزو بعضنا، بلاد الناس الكل، و مستحيل ناس تمنع و ناس لا، نتضامنو، نموتو],1
[صباح الخير وطني],1
[تحية لكل طبيب العالم، تحية لكل طبيب تونسي، تحية لكل طبيب داخلي و مقيم مستشفياتنا العمومية، تحية للشباب الداخليين و المقيمين، تحية للاطار الشبه طبي، تحية للاساتذة و للشباب الطبي جميعا، واصل منهم قناعة او بفرض المهنة، تحية جميعا، جنود مشاة صحتنا العمومية يعانون الاهوال ظروف مرعبة و منهكة، بلادنا و حالها، و انتم املنا],1
[حسن واصل],1
[عليكم بتقوى الله، سيادة الرئيس و سيادة رئيس مجلس النواب، و سادة نواب، التفوا حوله و وخرو لتالي، و اعطيو للناس ميساج قيادة قوية الهول القادم فقط شهرين، لاننا بحاجة لقيادة تثق الناس و تحترم قراراتها فقط شهرين لننصر],1
[اقسم بالله اجل تونس و فقط اجلها، لازمنا قيادة واحدة و قوية و احنا نواجه هول عظيم ديجا مازالت الناس موش واعية بحجمو تماما شهرين، يد واحدة باش نخليو لارواحنا امل الحياة و نعطيو درس للعالم (بمعنى مثال جيد) انتصارنا كدولة بإمكانيات قليلة و نجحت احتواء وباء ركع دول عظمى ان شاء الله ربي، و بعدها نرجعو نحاسبوه صلعتو وطريقة تنفسو كان لزم 😁],1
[اكن يوما انصار الرجل و اعرفه قريب بعيد، و انتقدته اكثر مرة و وزير و مترشح للرئاسة، توا بلادي حرب عدو ركع دول عظمى و حاليا الوحيد القادة الي اثبت قدرة القيادة و التواصل الناس لذا بلادي حالة حرب، رايي يصبح يساوي صفر غير، رايي صفر نظري انا قبل نظر غيري لذا بلادي حالة حرب، انا جندي تحت امر القيادة],1
[نداء للناس الكل],1
[المساعدات الاجتماعية للزواولة، باش تتصب بداية 1 افريل، تبقى راهو الناس برشا تقراش و موش متثقفة، و الخوف الخوف انو افواج الناس اتجاه البوسطة، تخسرنا الي عملناه الكل للتقليل العدوى بكورونا],1
[لذا، مطلوب منك يالي تقرالي، انك تعمل اضعف الايمان باش تعاون بلادك، و اذا تعرف حد معني، تعمل حل باش تفهمو،],1
[اطلبو ],1
[*1017*رقم بطاقة التعريف الوطنية#],1
[اذا السيد معني، باش يجيه sms شنوا النهار الي يمشي للبوسطة],1
[المعنيين حوالي 400 الف، باش يتقسمو 5 ايام، بمعدل 80 الف يوم، بمعدل 80 شخص لكل مكتب بريد],1
[لوجستيا، العملية صعيبة بلادنا، لذا بجااه ربي يالي تقرا، بارتاجي، و فهم الي تعرفو],1
[و نداء للاخوة الاعلاميين، بجاه ربي، غدوا عديو نهار كامل و انتوما تعاودو و تكعررو الحكاية],1
[رسمي],1
[لحظات فقط],1
[البنك المركزي التونسي يوسع الانتفاع بتأجيل خلاص اقساط القروض الى الناس الي تخلص اكثر 100 دينار شهريا],1
[تبقى خلافا للي شهاريهم اقل 100 دينار، و الي يتمتعو ب6 شهور تأجيل، الناس الي شهاريهم اكثر 100 دينار باش يتمتعو بتأجيل 3 شهور فقط، افريل و ماي و جوان مثلا شخص عندو قرض اخر قسط يطيح نهار 30 جوان 2025، اذا يتمتع بالتأجيل، ال3 شهور الي تأجلو يتنقلوا الى اخر القرض، و يصبح اخر قسط واجب دفعو بتاريخ 30 سبتمبر 2025],1
[الانتفاع آلي، و الي يحبش الي مطلوب منو يقول طريق مطلب مكتوب],1
[الاجراء يشمل الافراد الي عندهم تأخير الخلاص يفوت 3 شهور نهار 31 ديسمبر 2019 هاذم يقع النظر فيهم حالة بحالة حسب يقرره البنك التأجيل او لا],1
[نداء الى مهندسي تونس و الى الطلبة مدارس الهندسة و الى اصحاب مصانع الكهروميكانيكية بتونس و الى الممولين بمختلف انواعهم],1
[عمر اشراق، المدير العام للشركة الامريكية العملاقة medtronics الرائدة عالميا صنع الاجهزة الطبية، يعلن ان شركتهم قررت التنازل للبشرية حقوق تصنيع جهاز التنفس الاصطناعي Puritan BennettTM 560 (PB560)],1
[يكفي الدخول لموقعها و ملء الاستمارة للحصول تصميمات الجهاز و طريقة تصنيعه و صيانته],1
[https//wwmedtroniccom/us-en/e/open-fileshtml?cmpid=vanity_url_medtronic_com_openventilator_Corp_US_Covid19_FY20],1
[كانت كمية المعطيات الناقصة، نتصورش اذا حلولكم الباب باش تحيرو الدخول بإذن الله],1
[كلمة واحدة  تونس تحتاجهم بشدة لانقاذ ارواح الناس],1
[وزارة الصناعة تلم المصنعين الي تعرف عندهم الامكانيات التقنية و واحد منهم يشارك بالsavoir faire و الة الإنتاج متاعو و الدولة تعرف شنية المواد الاولية اللازمة و موش موجودة تونس و تسخير الطاقات لاستيرادها],1
[و ظرف شهر يكون عندنا 10 الاف جهاز],1
[💚💚],1
[وطني،موطني، حومتي، اهلي],1
[على ذمة موزاييك اف ام، شركة الماجدة القطرية (صاحبة بنك الزيتونة و نزل لاسيغال) تتبرع ب 10 مليون دولار (حوالي 28 مليون دينار تونسي) لصندوق 1818 لمجابهة كورونا تونس],1
[على نقرا طريقة انتشار الفيروس و طول مدة حياتو خارج الجسم البشري، الانسانية ماشية للتعايش معاه تلقى دواء و تلقيح و التعايش مربوط بالوقاية اساسا],1
[لذا، نقترح انو اول شي تعملو الحكومة فوريا، تشجيع الاستثمار صنع الكمامات و الles gants و الgel الصناعة اصبحت حيوية لتونس و مستقبلها عظيم التصدير سواء بالفيروس او بغيره المستقبل خاطر كورونا باش يرفع بصفة دائمة قيمة سلوك الوقاية البشر التشجيع يكون ],1
[مرحلة اولى و الى حدود تحقيق الاكتفاء الذاتي الدائم],1
[- صفر ضرائب القطاع و اعفاء الtva و الديوانة و الاداءات المحلية (خاطر بكل بساطة هذاكا اش باش يصير دول العالم)],1
[- تسهيل التمويل البنكي لهذا القطاع عبر تكفل الدولة بالضمانات وبكل نقاط الفائدة الزائدة الTMM],1
[- توحيد المعايير و التراخيص بتركيز ادارة متعددة الاختصاصات (صحة، جباية، نقل، ديوانة) خاصة حصريا بتسهيل الاجراءات لهذا القطاع],1
[- اعفاء تام الضرائب لكل الهبات و المساعدات المقدمة الى وحدات و جمعيات البحث العلمي الجامعات، و الى المستشفيات العمومية],1
[مرحلة ثانية و تحقيق الاكتفاء الذاتي الدائم ادوات الوقاية و تحقيق فائض للتصدير، النظر مستويات الضرائب الواجب تطبيقها القطاع التأثير قدرة اسعارو المتافسة عالميا],1
[وزارة التجارة تعيد فتح اسواق الجملة كامل ايام الاسبوع],1
[قرار شجاع بالتراجع تونس رجال و نساء يحموها],1
[الكورة الان اساسا وزارتي الصحة و الداخلية لمساعدة شركة سوق الجملة و غيرها مسيري اسواق الجملة الداخل، تنظيم نشاطها اقصى يمكن ضمانات الوقاية اياكم و تركهم لوحدهم العملية الصعبة ظروفنا صعيبة، امكانياتنا صعيية، اما لازم استنباط الحلول نعرف كلام ساهل، و انجمش نحط روحي مكان المسؤولين سوق اسواق الجملة، تبقى الله غالب، كورونا فرضت ظروف غريبة و صعيبة اسواق الجملة شريان حياة التوانسة و انتم بحكم مواقعكم جات عندكم الكورة و نستناو منكم تلقاو حلول تنظيم تضمن الوقاية و تحمو بلادكم رغم ظروفها القاسية قلوبنا معكم و اعترافنا بفضلكم],1
[صباح النور ],1
[خبر مفرح انطلاق فعلي و نهائي لحقل نوارة],1
[الحقل سيرفع الانتاج الوطني الغاز ب50% و باش يمكن تونس تخفيض عجزنا المحروقات بحوالي 20%],1
[عندو اثر نفقات الدعم و قيمة الدينار و التوازن المالي للستاغ],1
[ربي تخلي بينا],1
[نهاركم زين يالي ماشيين تخدمو حالي و ربي يحفظكم و يحميكم سوء],1
[نهاركم اسعد الايام يالي قاعدين دياركم، انتم خط الدفاع الاكبر ضد هول كورونا غمة و تنزاح بفضل انضباطنا و صبرنا بكلنا بإذن الله],1
[المصدر اول تعليق],1
[Partagez la vidéo du statut précédent Faîtes avancer lespoir],1
[تحيا تونس],1
[رغم شي، تونس مازالت تقاوم],1
[المساهمة الاولى ب12 مليون دينار البنوك، ارتفاع مساهمات البنوك صندوق 1818 الى 112 مليون دينار، اهم مصادر الإرتفاع ],1
[BIAT 15 MILLIONS DINARS],1
[BH 10 MILLIONS DINARS],1
